ID del caso,Fecha de transacción,Fecha de disputa,Monto de la transacción (USD),Tipo de tarjeta,Tipo de operación,Motivo del chargeback,Categoría del comercio,Estado de la disputa,País del cliente,Caso fallido,Tipología de fraude,Transaction_Amount,Merchant_Name,Chargeback_Status,Recuperación_CBKs,Devoluciones_Comercio,Fallido,ARN de la operación,Estado del informe,Fecha del informe,Fraude evitado (USD),País del Merchant
C-001195,2023-07-14,2023-09-12,148.52,Débito,Operación,Duplicación de cargos,Ropa y accesorios,Perdida,México,No,Fraude de identidad,148.52 €,Comercio_1165,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,148.52 €,ARN00001195,Hecho,2023-07-14,594.26,Alemania
C-001196,2023-07-15,2023-09-16,14.54,Débito,Operación,Producto defectuoso,Electrónica,Ganada,India,No,Phishing,14.54 €,Comercio_1835,DEVOLUCIÓN COMERCIO,0.00 €,14.54 €,0.00 €,ARN00001196,Pendiente,Pendiente,0.0,India
C-001197,2023-07-16,2023-09-14,632.14,Crédito,Operación,Fraude sospechado,Salud y belleza,Perdida,Australia,Sí,Robo de tarjeta,632.14 €,Comercio_1536,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,632.14 €,ARN00001197,Pendiente,Pendiente,0.0,Canadá
C-001197,2023-07-16,2023-10-05,0.81,Crédito,Cambio de divisa,Fraude sospechado,Salud y belleza,Perdida,Australia,Sí,Robo de tarjeta,0.81 €,Comercio_1536,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.81 €,ARN00001197,Pendiente,Pendiente,0.0,Canadá
C-001198,2023-07-17,2023-10-09,733.94,Débito,Operación,Transacción no autorizada,Salud y belleza,Perdida,Francia,Sí,Fraude de identidad,733.94 €,Comercio_1834,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,733.94 €,ARN00001198,Pendiente,Pendiente,0.0,México
C-001198,2023-07-17,2023-10-13,0.86,Débito,Cambio de divisa,Transacción no autorizada,Salud y belleza,Perdida,Francia,Sí,Fraude de identidad,0.86 €,Comercio_1834,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.86 €,ARN00001198,Pendiente,Pendiente,0.0,México
C-001199,2023-07-18,2023-10-13,18.8,Crédito,Operación,Producto no recibido,Ropa y accesorios,Perdida,Canadá,Sí,Fraude de identidad,18.80 €,Comercio_1090,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,18.80 €,ARN00001199,Hecho,2023-07-18,690.95,Estados Unidos
C-001199,2023-07-18,2023-09-17,1.18,Crédito,Cambio de divisa,Producto no recibido,Ropa y accesorios,Perdida,Canadá,Sí,Fraude de identidad,1.18 €,Comercio_1090,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.18 €,ARN00001199,Hecho,2023-07-18,690.95,Estados Unidos
C-001200,2023-07-19,2023-09-30,202.45,Débito,Operación,Duplicación de cargos,Salud y belleza,Ganada,México,Sí,Phishing,202.45 €,Comercio_1423,PRE-ARBITRAJE GANADO,202.45 €,0.00 €,0.00 €,ARN00001200,Hecho,2023-07-19,65.04,Canadá
C-001200,2023-07-19,2023-09-28,1.34,Débito,Cambio de divisa,Duplicación de cargos,Salud y belleza,Ganada,México,Sí,Phishing,1.34 €,Comercio_1423,PRE-ARBITRAJE GANADO,1.34 €,0.00 €,0.00 €,ARN00001200,Hecho,2023-07-19,65.04,Canadá
C-001201,2023-01-01,2023-03-20,989.61,Crédito,Operación,Duplicación de cargos,Comida y bebidas,Perdida,Francia,No,Fraude amistoso,989.61 €,Comercio_228,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,989.61 €,ARN00001201,Pendiente,Pendiente,0.0,India
C-001202,2023-01-02,2023-04-01,483.43,Crédito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,Australia,Sí,Uso no autorizado,483.43 €,Comercio_566,CBK GANADO,483.43 €,0.00 €,0.00 €,ARN00001202,Pendiente,Pendiente,0.0,Estados Unidos
C-001203,2023-01-03,2023-03-05,1.04,Débito,Cambio de divisa,Transacción no autorizada,Hogar y jardín,Ganada,India,Sí,Robo de tarjeta,1.04 €,Comercio_1827,PRE-ARBITRAJE GANADO,1.04 €,0.00 €,0.00 €,ARN00001203,Hecho,2023-01-03,217.13,Canadá
C-001203,2023-01-03,2023-03-05,780.71,Débito,Operación,Transacción no autorizada,Hogar y jardín,Ganada,India,Sí,Robo de tarjeta,780.71 €,Comercio_1827,PRE-ARBITRAJE GANADO,780.71 €,0.00 €,0.00 €,ARN00001203,Hecho,2023-01-03,217.13,Canadá
C-001204,2023-01-04,2023-03-10,248.34,Crédito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,Alemania,No,Fraude de identidad,248.34 €,Comercio_1980,DEVOLUCIÓN COMERCIO,0.00 €,248.34 €,0.00 €,ARN00001204,Pendiente,Pendiente,0.0,Estados Unidos
C-001205,2023-01-05,2023-04-02,150.92,Débito,Operación,Transacción no autorizada,Comida y bebidas,Ganada,Alemania,Sí,Fraude amistoso,150.92 €,Comercio_814,DEVOLUCIÓN COMERCIO,0.00 €,150.92 €,0.00 €,ARN00001205,Hecho,2023-01-05,785.03,México
C-001206,2023-01-06,2023-03-14,779.32,Crédito,Operación,Duplicación de cargos,Hogar y jardín,Perdida,Reino Unido,Sí,Robo de tarjeta,779.32 €,Comercio_1655,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,779.32 €,ARN00001206,Pendiente,Pendiente,0.0,Canadá
C-001206,2023-01-06,2023-04-05,1.49,Crédito,Cambio de divisa,Duplicación de cargos,Hogar y jardín,Perdida,Reino Unido,Sí,Robo de tarjeta,1.49 €,Comercio_1655,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.49 €,ARN00001206,Pendiente,Pendiente,0.0,Canadá
C-001207,2023-01-07,2023-03-25,911.13,Débito,Operación,Transacción no autorizada,Entretenimiento,Ganada,India,Sí,Robo de tarjeta,911.13 €,Comercio_995,CBK GANADO,911.13 €,0.00 €,0.00 €,ARN00001207,Pendiente,Pendiente,0.0,India
C-001208,2023-01-08,2023-03-30,360.73,Crédito,Operación,Producto no recibido,Ropa y accesorios,Perdida,India,Sí,Fraude de identidad,360.73 €,Comercio_871,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,360.73 €,ARN00001208,Hecho,2023-01-08,633.1,India
C-001209,2023-01-09,2023-03-20,770.79,Débito,Operación,Producto defectuoso,Comida y bebidas,Perdida,México,No,Uso no autorizado,770.79 €,Comercio_1438,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,770.79 €,ARN00001209,Pendiente,Pendiente,0.0,Alemania
C-001210,2023-01-10,2023-03-20,721.11,Crédito,Operación,Producto no recibido,Electrónica,Perdida,Alemania,Sí,Fraude de identidad,721.11 €,Comercio_299,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,721.11 €,ARN00001210,Pendiente,Pendiente,0.0,Estados Unidos
C-001211,2023-01-11,2023-03-29,987.45,Débito,Operación,Reembolso no procesado,Comida y bebidas,Ganada,Reino Unido,No,Uso no autorizado,987.45 €,Comercio_1009,DEVOLUCIÓN COMERCIO,0.00 €,987.45 €,0.00 €,ARN00001211,Hecho,2023-01-11,369.78,Australia
C-001212,2023-01-12,2023-03-17,775.41,Crédito,Operación,Fraude sospechado,Electrónica,Perdida,Francia,Sí,Robo de tarjeta,775.41 €,Comercio_1229,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,775.41 €,ARN00001212,Pendiente,Pendiente,0.0,Estados Unidos
C-001213,2023-01-13,2023-04-09,677.72,Débito,Operación,Reembolso no procesado,Entretenimiento,Ganada,India,Sí,Fraude amistoso,677.72 €,Comercio_1885,PRE-ARBITRAJE GANADO,677.72 €,0.00 €,0.00 €,ARN00001213,Pendiente,Pendiente,0.0,India
C-001214,2023-01-14,2023-04-06,0.93,Débito,Cambio de divisa,Fraude sospechado,Hogar y jardín,Ganada,Francia,Sí,Fraude amistoso,0.93 €,Comercio_1663,DEVOLUCIÓN COMERCIO,0.00 €,0.93 €,0.00 €,ARN00001214,Hecho,2023-01-14,373.59,Alemania
C-001214,2023-01-14,2023-03-30,579.72,Débito,Operación,Fraude sospechado,Hogar y jardín,Ganada,Francia,Sí,Fraude amistoso,579.72 €,Comercio_1663,DEVOLUCIÓN COMERCIO,0.00 €,579.72 €,0.00 €,ARN00001214,Hecho,2023-01-14,373.59,Alemania
C-001215,2023-01-15,2023-04-15,1.45,Crédito,Cambio de divisa,Producto no recibido,Salud y belleza,Ganada,Australia,Sí,Fraude de identidad,1.45 €,Comercio_273,DEVOLUCIÓN COMERCIO,0.00 €,1.45 €,0.00 €,ARN00001215,Hecho,2023-01-15,779.12,Canadá
C-001215,2023-01-15,2023-03-26,568.34,Crédito,Operación,Producto no recibido,Salud y belleza,Ganada,Australia,Sí,Fraude de identidad,568.34 €,Comercio_273,DEVOLUCIÓN COMERCIO,0.00 €,568.34 €,0.00 €,ARN00001215,Hecho,2023-01-15,779.12,Canadá
C-001216,2023-01-16,2023-04-03,0.81,Crédito,Cambio de divisa,Reembolso no procesado,Electrónica,Perdida,Australia,No,Robo de tarjeta,0.81 €,Comercio_175,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.81 €,ARN00001216,Hecho,2023-01-16,187.8,Estados Unidos
C-001216,2023-01-16,2023-04-06,685.56,Crédito,Operación,Reembolso no procesado,Electrónica,Perdida,Australia,No,Robo de tarjeta,685.56 €,Comercio_175,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,685.56 €,ARN00001216,Hecho,2023-01-16,187.8,Estados Unidos
C-001217,2023-01-17,2023-03-30,0.88,Crédito,Cambio de divisa,Fraude sospechado,Hogar y jardín,Ganada,Reino Unido,Sí,Phishing,0.88 €,Comercio_1641,CBK GANADO,0.88 €,0.00 €,0.00 €,ARN00001217,Pendiente,Pendiente,0.0,Canadá
C-001217,2023-01-17,2023-03-31,646.35,Crédito,Operación,Fraude sospechado,Hogar y jardín,Ganada,Reino Unido,Sí,Phishing,646.35 €,Comercio_1641,CBK GANADO,646.35 €,0.00 €,0.00 €,ARN00001217,Pendiente,Pendiente,0.0,Canadá
C-001218,2023-01-18,2023-03-27,1.17,Débito,Cambio de divisa,Producto defectuoso,Hogar y jardín,Ganada,Estados Unidos,No,Robo de tarjeta,1.17 €,Comercio_770,PRE-ARBITRAJE GANADO,1.17 €,0.00 €,0.00 €,ARN00001218,Pendiente,Pendiente,0.0,Estados Unidos
C-001218,2023-01-18,2023-03-20,546.54,Débito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Estados Unidos,No,Robo de tarjeta,546.54 €,Comercio_770,PRE-ARBITRAJE GANADO,546.54 €,0.00 €,0.00 €,ARN00001218,Pendiente,Pendiente,0.0,Estados Unidos
C-001219,2023-01-19,2023-03-31,406.74,Débito,Operación,Fraude sospechado,Ropa y accesorios,Ganada,México,No,Fraude amistoso,406.74 €,Comercio_417,DEVOLUCIÓN COMERCIO,0.00 €,406.74 €,0.00 €,ARN00001219,Pendiente,Pendiente,0.0,Australia
C-001220,2023-01-20,2023-04-14,775.67,Crédito,Operación,Fraude sospechado,Entretenimiento,Ganada,Alemania,No,Fraude amistoso,775.67 €,Comercio_477,DEVOLUCIÓN COMERCIO,0.00 €,775.67 €,0.00 €,ARN00001220,Pendiente,Pendiente,0.0,Australia
C-001221,2023-01-21,2023-03-23,63.22,Débito,Operación,Fraude sospechado,Entretenimiento,Ganada,México,No,Fraude de identidad,63.22 €,Comercio_1751,CBK GANADO,63.22 €,0.00 €,0.00 €,ARN00001221,Hecho,2023-01-21,966.37,Canadá
C-001221,2023-01-21,2023-04-06,1.2,Débito,Cambio de divisa,Fraude sospechado,Entretenimiento,Ganada,México,No,Fraude de identidad,1.20 €,Comercio_1751,CBK GANADO,1.20 €,0.00 €,0.00 €,ARN00001221,Hecho,2023-01-21,966.37,Canadá
C-001222,2023-01-22,2023-03-23,246.65,Débito,Operación,Transacción no autorizada,Hogar y jardín,Ganada,Canadá,No,Robo de tarjeta,246.65 €,Comercio_1230,DEVOLUCIÓN COMERCIO,0.00 €,246.65 €,0.00 €,ARN00001222,Pendiente,Pendiente,0.0,Australia
C-001223,2023-01-23,2023-04-04,207.75,Débito,Operación,Producto no recibido,Salud y belleza,Ganada,Australia,No,Robo de tarjeta,207.75 €,Comercio_1075,CBK GANADO,207.75 €,0.00 €,0.00 €,ARN00001223,Pendiente,Pendiente,0.0,Alemania
C-001224,2023-01-24,2023-04-02,1.37,Crédito,Cambio de divisa,Producto defectuoso,Entretenimiento,Perdida,Alemania,Sí,Phishing,1.37 €,Comercio_1846,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.37 €,ARN00001224,Hecho,2023-01-24,337.85,Alemania
C-001224,2023-01-24,2023-04-02,621.27,Crédito,Operación,Producto defectuoso,Entretenimiento,Perdida,Alemania,Sí,Phishing,621.27 €,Comercio_1846,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,621.27 €,ARN00001224,Hecho,2023-01-24,337.85,Alemania
C-001225,2023-01-25,2023-04-19,903.21,Débito,Operación,Transacción no autorizada,Comida y bebidas,Ganada,India,No,Uso no autorizado,903.21 €,Comercio_1696,CBK GANADO,903.21 €,0.00 €,0.00 €,ARN00001225,Pendiente,Pendiente,0.0,Estados Unidos
C-001226,2023-01-26,2023-03-27,285.96,Crédito,Operación,Duplicación de cargos,Hogar y jardín,Ganada,Canadá,No,Robo de tarjeta,285.96 €,Comercio_1611,PRE-ARBITRAJE GANADO,285.96 €,0.00 €,0.00 €,ARN00001226,Hecho,2023-01-26,531.69,Canadá
C-001227,2023-01-27,2023-04-13,970.53,Crédito,Operación,Reembolso no procesado,Comida y bebidas,Ganada,México,Sí,Uso no autorizado,970.53 €,Comercio_1220,PRE-ARBITRAJE GANADO,970.53 €,0.00 €,0.00 €,ARN00001227,Pendiente,Pendiente,0.0,Australia
C-001228,2023-01-28,2023-03-30,712.3,Débito,Operación,Producto defectuoso,Ropa y accesorios,Ganada,Alemania,No,Fraude amistoso,712.30 €,Comercio_1637,CBK GANADO,712.30 €,0.00 €,0.00 €,ARN00001228,Hecho,2023-01-28,777.33,Alemania
C-001228,2023-01-28,2023-03-29,1.3,Débito,Cambio de divisa,Producto defectuoso,Ropa y accesorios,Ganada,Alemania,No,Fraude amistoso,1.30 €,Comercio_1637,CBK GANADO,1.30 €,0.00 €,0.00 €,ARN00001228,Hecho,2023-01-28,777.33,Alemania
C-001229,2023-01-29,2023-04-24,342.53,Débito,Operación,Producto no recibido,Electrónica,Perdida,Francia,No,Fraude de identidad,342.53 €,Comercio_1675,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,342.53 €,ARN00001229,Hecho,2023-01-29,880.77,Estados Unidos
C-001230,2023-01-30,2023-04-04,811.01,Débito,Operación,Fraude sospechado,Entretenimiento,Ganada,India,Sí,Robo de tarjeta,811.01 €,Comercio_509,PRE-ARBITRAJE GANADO,811.01 €,0.00 €,0.00 €,ARN00001230,Pendiente,Pendiente,0.0,India
C-001231,2023-01-31,2023-04-15,124.16,Débito,Operación,Producto no recibido,Hogar y jardín,Ganada,Australia,Sí,Fraude amistoso,124.16 €,Comercio_40,CBK GANADO,124.16 €,0.00 €,0.00 €,ARN00001231,Pendiente,Pendiente,0.0,Canadá
C-001231,2023-01-31,2023-04-11,0.92,Débito,Cambio de divisa,Producto no recibido,Hogar y jardín,Ganada,Australia,Sí,Fraude amistoso,0.92 €,Comercio_40,CBK GANADO,0.92 €,0.00 €,0.00 €,ARN00001231,Pendiente,Pendiente,0.0,Canadá
C-001232,2023-02-01,2023-04-13,879.0,Crédito,Operación,Fraude sospechado,Entretenimiento,Ganada,Francia,Sí,Phishing,879.00 €,Comercio_1387,PRE-ARBITRAJE GANADO,879.00 €,0.00 €,0.00 €,ARN00001232,Pendiente,Pendiente,0.0,Estados Unidos
C-001232,2023-02-01,2023-04-23,1.23,Crédito,Cambio de divisa,Fraude sospechado,Entretenimiento,Ganada,Francia,Sí,Phishing,1.23 €,Comercio_1387,PRE-ARBITRAJE GANADO,1.23 €,0.00 €,0.00 €,ARN00001232,Pendiente,Pendiente,0.0,Estados Unidos
C-001233,2023-02-02,2023-04-29,1.49,Crédito,Cambio de divisa,Producto defectuoso,Electrónica,Perdida,Australia,No,Uso no autorizado,1.49 €,Comercio_169,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.49 €,ARN00001233,Pendiente,Pendiente,0.0,Canadá
C-001233,2023-02-02,2023-04-11,218.22,Crédito,Operación,Producto defectuoso,Electrónica,Perdida,Australia,No,Uso no autorizado,218.22 €,Comercio_169,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,218.22 €,ARN00001233,Pendiente,Pendiente,0.0,Canadá
C-001234,2023-02-03,2023-04-30,371.06,Crédito,Operación,Duplicación de cargos,Hogar y jardín,Ganada,México,No,Fraude amistoso,371.06 €,Comercio_352,DEVOLUCIÓN COMERCIO,0.00 €,371.06 €,0.00 €,ARN00001234,Pendiente,Pendiente,0.0,Estados Unidos
C-001235,2023-02-04,2023-04-13,1.1,Crédito,Cambio de divisa,Producto defectuoso,Hogar y jardín,Ganada,Francia,No,Uso no autorizado,1.10 €,Comercio_773,PRE-ARBITRAJE GANADO,1.10 €,0.00 €,0.00 €,ARN00001235,Hecho,2023-02-04,54.51,Australia
C-001235,2023-02-04,2023-05-05,880.21,Crédito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Francia,No,Uso no autorizado,880.21 €,Comercio_773,PRE-ARBITRAJE GANADO,880.21 €,0.00 €,0.00 €,ARN00001235,Hecho,2023-02-04,54.51,Australia
C-001236,2023-02-05,2023-04-27,1.43,Crédito,Cambio de divisa,Reembolso no procesado,Electrónica,Ganada,Francia,Sí,Fraude de identidad,1.43 €,Comercio_936,CBK GANADO,1.43 €,0.00 €,0.00 €,ARN00001236,Hecho,2023-02-05,666.54,Australia
C-001236,2023-02-05,2023-04-24,450.84,Crédito,Operación,Reembolso no procesado,Electrónica,Ganada,Francia,Sí,Fraude de identidad,450.84 €,Comercio_936,CBK GANADO,450.84 €,0.00 €,0.00 €,ARN00001236,Hecho,2023-02-05,666.54,Australia
C-001237,2023-02-06,2023-04-08,1.43,Crédito,Cambio de divisa,Reembolso no procesado,Salud y belleza,Ganada,Estados Unidos,Sí,Uso no autorizado,1.43 €,Comercio_744,PRE-ARBITRAJE GANADO,1.43 €,0.00 €,0.00 €,ARN00001237,Pendiente,Pendiente,0.0,México
C-001237,2023-02-06,2023-04-18,456.65,Crédito,Operación,Reembolso no procesado,Salud y belleza,Ganada,Estados Unidos,Sí,Uso no autorizado,456.65 €,Comercio_744,PRE-ARBITRAJE GANADO,456.65 €,0.00 €,0.00 €,ARN00001237,Pendiente,Pendiente,0.0,México
C-001238,2023-02-07,2023-05-02,0.89,Crédito,Cambio de divisa,Fraude sospechado,Ropa y accesorios,Ganada,Reino Unido,No,Robo de tarjeta,0.89 €,Comercio_1303,CBK GANADO,0.89 €,0.00 €,0.00 €,ARN00001238,Hecho,2023-02-07,570.55,Alemania
C-001238,2023-02-07,2023-05-02,441.56,Crédito,Operación,Fraude sospechado,Ropa y accesorios,Ganada,Reino Unido,No,Robo de tarjeta,441.56 €,Comercio_1303,CBK GANADO,441.56 €,0.00 €,0.00 €,ARN00001238,Hecho,2023-02-07,570.55,Alemania
C-001239,2023-02-08,2023-04-11,1.13,Débito,Cambio de divisa,Reembolso no procesado,Electrónica,Ganada,Canadá,Sí,Fraude de identidad,1.13 €,Comercio_898,CBK GANADO,1.13 €,0.00 €,0.00 €,ARN00001239,Hecho,2023-02-08,536.71,Alemania
C-001239,2023-02-08,2023-05-09,552.72,Débito,Operación,Reembolso no procesado,Electrónica,Ganada,Canadá,Sí,Fraude de identidad,552.72 €,Comercio_898,CBK GANADO,552.72 €,0.00 €,0.00 €,ARN00001239,Hecho,2023-02-08,536.71,Alemania
C-001240,2023-02-09,2023-04-21,789.95,Crédito,Operación,Fraude sospechado,Electrónica,Ganada,México,Sí,Robo de tarjeta,789.95 €,Comercio_761,DEVOLUCIÓN COMERCIO,0.00 €,789.95 €,0.00 €,ARN00001240,Pendiente,Pendiente,0.0,India
C-001240,2023-02-09,2023-04-18,1.12,Crédito,Cambio de divisa,Fraude sospechado,Electrónica,Ganada,México,Sí,Robo de tarjeta,1.12 €,Comercio_761,DEVOLUCIÓN COMERCIO,0.00 €,1.12 €,0.00 €,ARN00001240,Pendiente,Pendiente,0.0,India
C-001241,2023-02-10,2023-04-23,1.47,Débito,Cambio de divisa,Fraude sospechado,Entretenimiento,Ganada,Australia,Sí,Uso no autorizado,1.47 €,Comercio_1770,DEVOLUCIÓN COMERCIO,0.00 €,1.47 €,0.00 €,ARN00001241,Hecho,2023-02-10,784.56,México
C-001241,2023-02-10,2023-05-01,577.03,Débito,Operación,Fraude sospechado,Entretenimiento,Ganada,Australia,Sí,Uso no autorizado,577.03 €,Comercio_1770,DEVOLUCIÓN COMERCIO,0.00 €,577.03 €,0.00 €,ARN00001241,Hecho,2023-02-10,784.56,México
C-001242,2023-02-11,2023-05-05,321.65,Débito,Operación,Producto no recibido,Hogar y jardín,Ganada,Alemania,Sí,Uso no autorizado,321.65 €,Comercio_120,CBK GANADO,321.65 €,0.00 €,0.00 €,ARN00001242,Hecho,2023-02-11,421.98,India
C-001243,2023-02-12,2023-05-06,1.1,Débito,Cambio de divisa,Fraude sospechado,Comida y bebidas,Ganada,India,No,Robo de tarjeta,1.10 €,Comercio_1189,DEVOLUCIÓN COMERCIO,0.00 €,1.10 €,0.00 €,ARN00001243,Pendiente,Pendiente,0.0,Estados Unidos
C-001243,2023-02-12,2023-04-23,901.04,Débito,Operación,Fraude sospechado,Comida y bebidas,Ganada,India,No,Robo de tarjeta,901.04 €,Comercio_1189,DEVOLUCIÓN COMERCIO,0.00 €,901.04 €,0.00 €,ARN00001243,Pendiente,Pendiente,0.0,Estados Unidos
C-001244,2023-02-13,2023-04-18,539.92,Débito,Operación,Transacción no autorizada,Electrónica,Ganada,Canadá,Sí,Robo de tarjeta,539.92 €,Comercio_1319,PRE-ARBITRAJE GANADO,539.92 €,0.00 €,0.00 €,ARN00001244,Hecho,2023-02-13,8.37,Alemania
C-001245,2023-02-14,2023-05-11,731.7,Crédito,Operación,Reembolso no procesado,Comida y bebidas,Perdida,Reino Unido,No,Fraude amistoso,731.70 €,Comercio_1265,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,731.70 €,ARN00001245,Hecho,2023-02-14,549.98,Canadá
C-001246,2023-02-15,2023-04-22,1.19,Crédito,Cambio de divisa,Transacción no autorizada,Ropa y accesorios,Ganada,Alemania,Sí,Robo de tarjeta,1.19 €,Comercio_688,DEVOLUCIÓN COMERCIO,0.00 €,1.19 €,0.00 €,ARN00001246,Pendiente,Pendiente,0.0,Canadá
C-001246,2023-02-15,2023-05-09,110.97,Crédito,Operación,Transacción no autorizada,Ropa y accesorios,Ganada,Alemania,Sí,Robo de tarjeta,110.97 €,Comercio_688,DEVOLUCIÓN COMERCIO,0.00 €,110.97 €,0.00 €,ARN00001246,Pendiente,Pendiente,0.0,Canadá
C-001247,2023-02-16,2023-05-06,785.29,Crédito,Operación,Producto defectuoso,Hogar y jardín,Ganada,India,Sí,Fraude de identidad,785.29 €,Comercio_1066,DEVOLUCIÓN COMERCIO,0.00 €,785.29 €,0.00 €,ARN00001247,Hecho,2023-02-16,89.98,Australia
C-001248,2023-02-17,2023-04-29,329.46,Crédito,Operación,Transacción no autorizada,Electrónica,Perdida,Reino Unido,No,Phishing,329.46 €,Comercio_1564,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,329.46 €,ARN00001248,Hecho,2023-02-17,95.56,Estados Unidos
C-001249,2023-02-18,2023-05-08,841.84,Débito,Operación,Duplicación de cargos,Electrónica,Ganada,Estados Unidos,Sí,Fraude amistoso,841.84 €,Comercio_1142,CBK GANADO,841.84 €,0.00 €,0.00 €,ARN00001249,Hecho,2023-02-18,65.59,México
C-001250,2023-02-19,2023-05-17,487.91,Débito,Operación,Producto no recibido,Salud y belleza,Ganada,Francia,Sí,Robo de tarjeta,487.91 €,Comercio_1102,PRE-ARBITRAJE GANADO,487.91 €,0.00 €,0.00 €,ARN00001250,Hecho,2023-02-19,732.96,Canadá
C-001251,2023-02-20,2023-04-28,0.81,Crédito,Cambio de divisa,Fraude sospechado,Comida y bebidas,Ganada,México,Sí,Fraude amistoso,0.81 €,Comercio_1776,DEVOLUCIÓN COMERCIO,0.00 €,0.81 €,0.00 €,ARN00001251,Hecho,2023-02-20,229.7,Canadá
C-001251,2023-02-20,2023-05-14,634.64,Crédito,Operación,Fraude sospechado,Comida y bebidas,Ganada,México,Sí,Fraude amistoso,634.64 €,Comercio_1776,DEVOLUCIÓN COMERCIO,0.00 €,634.64 €,0.00 €,ARN00001251,Hecho,2023-02-20,229.7,Canadá
C-001252,2023-02-21,2023-04-27,357.33,Crédito,Operación,Duplicación de cargos,Ropa y accesorios,Ganada,India,No,Robo de tarjeta,357.33 €,Comercio_464,DEVOLUCIÓN COMERCIO,0.00 €,357.33 €,0.00 €,ARN00001252,Hecho,2023-02-21,744.31,Australia
C-001252,2023-02-21,2023-04-22,1.34,Crédito,Cambio de divisa,Duplicación de cargos,Ropa y accesorios,Ganada,India,No,Robo de tarjeta,1.34 €,Comercio_464,DEVOLUCIÓN COMERCIO,0.00 €,1.34 €,0.00 €,ARN00001252,Hecho,2023-02-21,744.31,Australia
C-001253,2023-02-22,2023-05-21,1.36,Débito,Cambio de divisa,Transacción no autorizada,Comida y bebidas,Ganada,Australia,Sí,Uso no autorizado,1.36 €,Comercio_1809,CBK GANADO,1.36 €,0.00 €,0.00 €,ARN00001253,Pendiente,Pendiente,0.0,India
C-001253,2023-02-22,2023-05-07,363.18,Débito,Operación,Transacción no autorizada,Comida y bebidas,Ganada,Australia,Sí,Uso no autorizado,363.18 €,Comercio_1809,CBK GANADO,363.18 €,0.00 €,0.00 €,ARN00001253,Pendiente,Pendiente,0.0,India
C-001254,2023-02-23,2023-05-09,778.3,Débito,Operación,Duplicación de cargos,Comida y bebidas,Ganada,Reino Unido,No,Fraude amistoso,778.30 €,Comercio_1354,DEVOLUCIÓN COMERCIO,0.00 €,778.30 €,0.00 €,ARN00001254,Hecho,2023-02-23,406.06,Australia
C-001255,2023-02-24,2023-04-28,826.37,Crédito,Operación,Fraude sospechado,Hogar y jardín,Ganada,Estados Unidos,No,Fraude de identidad,826.37 €,Comercio_662,DEVOLUCIÓN COMERCIO,0.00 €,826.37 €,0.00 €,ARN00001255,Hecho,2023-02-24,675.74,Estados Unidos
C-001255,2023-02-24,2023-04-30,0.94,Crédito,Cambio de divisa,Fraude sospechado,Hogar y jardín,Ganada,Estados Unidos,No,Fraude de identidad,0.94 €,Comercio_662,DEVOLUCIÓN COMERCIO,0.00 €,0.94 €,0.00 €,ARN00001255,Hecho,2023-02-24,675.74,Estados Unidos
C-001256,2023-02-25,2023-05-21,587.99,Crédito,Operación,Fraude sospechado,Electrónica,Ganada,Reino Unido,Sí,Phishing,587.99 €,Comercio_1266,DEVOLUCIÓN COMERCIO,0.00 €,587.99 €,0.00 €,ARN00001256,Pendiente,Pendiente,0.0,México
C-001257,2023-02-26,2023-05-24,365.76,Débito,Operación,Duplicación de cargos,Hogar y jardín,Ganada,México,No,Uso no autorizado,365.76 €,Comercio_9,PRE-ARBITRAJE GANADO,365.76 €,0.00 €,0.00 €,ARN00001257,Hecho,2023-02-26,552.47,Estados Unidos
